trip_id,region,requested_at,distance_km,demand_index,surge_multiplier,predicted_eta_minutes,actual_eta_minutes,base_fare_usd,final_fare_usd,driver_available,converted
5788,North,2026-06-17T15:36:00,3.95,1.59,1.36,13.7,15.8,9.84,13.38,1,1
5789,East,2026-07-14T07:13:00,8.08,2.15,1.69,16.1,15.6,15.41,26.04,1,1
5790,West,2026-07-09T23:54:00,7.77,0.84,1.0,19.1,17.5,14.99,14.99,1,1
5791,West,2026-06-26T01:36:00,3.66,0.76,1.0,10.3,7.8,9.44,9.44,1,1
5792,East,2026-06-09T15:23:00,1.32,1.56,1.34,3.6,3.2,6.28,8.42,1,1
5793,South,2026-06-13T19:35:00,4.86,2.73,2.04,14.2,15.0,11.05,22.55,1,0
5794,West,2026-06-05T23:49:00,3.65,1.36,1.22,8.9,7.8,9.42,11.5,1,1
5795,East,2026-06-25T22:48:00,6.17,0.65,1.0,17.4,18.8,12.82,12.82,1,1
5796,Downtown,2026-06-23T20:13:00,9.33,0.76,1.0,27.9,24.6,17.1,17.1,1,1
5797,North,2026-06-15T17:41:00,5.68,2.62,1.97,14.3,13.1,12.17,23.98,1,1
5798,Downtown,2026-07-19T09:50:00,11.05,2.12,1.67,23.6,26.3,19.42,32.43,0,0
5799,Downtown,2026-07-13T08:45:00,7.13,3.12,2.27,18.9,20.7,14.13,32.07,1,1
5800,Downtown,2026-07-08T07:33:00,5.74,1.49,1.29,14.3,14.3,12.25,15.8,0,0
5801,North,2026-07-25T07:13:00,12.62,2.03,1.62,31.6,32.4,21.53,34.88,1,1
5802,Downtown,2026-07-11T22:04:00,5.25,0.79,1.0,10.9,9.3,11.58,11.58,1,1
5803,North,2026-06-08T12:07:00,6.27,1.1,1.06,15.7,17.2,12.96,13.74,1,1
5804,Downtown,2026-07-15T03:20:00,3.3,0.84,1.0,8.5,3.8,8.96,8.96,0,0
5805,South,2026-06-09T18:58:00,3.13,2.27,1.76,6.4,7.9,8.72,15.35,0,0
5806,North,2026-07-29T19:29:00,5.42,1.76,1.46,14.3,13.2,11.81,17.24,1,1
5807,West,2026-07-16T04:31:00,5.58,0.82,1.0,16.0,18.0,12.03,12.03,1,1
5808,North,2026-06-25T08:49:00,8.21,2.69,2.01,23.6,25.9,15.59,31.34,1,0
5809,North,2026-06-16T08:32:00,8.47,2.83,2.1,22.7,24.8,15.94,33.47,1,0
5810,North,2026-07-30T18:16:00,10.4,2.66,2.0,23.3,23.2,18.54,37.08,1,1
5811,North,2026-06-26T17:31:00,14.65,2.38,1.83,32.3,31.7,24.28,44.43,0,0
5812,South,2026-06-14T17:59:00,8.27,2.82,2.09,21.4,21.0,15.67,32.75,1,1
5813,South,2026-06-15T10:48:00,5.21,0.68,1.0,15.4,15.5,11.53,11.53,1,1
5814,West,2026-07-23T11:39:00,8.14,0.8,1.0,21.1,19.5,15.49,15.49,1,1
5815,West,2026-07-03T09:49:00,4.37,1.71,1.42,11.4,7.9,10.4,14.77,1,1
5816,West,2026-06-20T18:05:00,5.0,1.82,1.49,12.8,13.4,11.25,16.76,1,1
5817,Downtown,2026-06-11T17:20:00,12.65,3.1,2.26,37.9,38.7,21.58,48.77,1,1
5818,North,2026-06-16T08:01:00,8.06,2.98,2.19,21.8,23.5,15.38,33.67,1,1
5819,East,2026-06-29T12:54:00,10.2,1.11,1.07,20.1,21.1,18.27,19.55,1,1
5820,West,2026-06-09T17:57:00,4.27,1.44,1.27,10.8,7.7,10.26,13.03,1,0
5821,Downtown,2026-07-16T20:08:00,10.09,0.7,1.0,27.0,26.4,18.12,18.12,1,1
5822,North,2026-06-26T09:06:00,6.54,2.96,2.17,17.2,23.4,13.33,28.92,1,1
5823,Downtown,2026-07-21T21:48:00,1.46,0.9,1.0,4.2,6.6,6.47,6.47,1,1
5824,South,2026-06-11T08:48:00,5.7,2.36,1.81,15.9,17.1,12.2,22.07,0,0
5825,West,2026-07-27T19:45:00,2.88,2.77,2.06,6.5,9.4,8.39,17.28,0,0
5826,Downtown,2026-06-01T10:09:00,7.79,0.74,1.0,17.9,19.4,15.01,15.01,0,0
5827,South,2026-06-21T08:32:00,4.89,2.05,1.63,14.2,11.8,11.1,18.09,1,1
5828,West,2026-06-13T09:32:00,4.82,2.15,1.69,10.6,12.6,11.01,18.6,0,0
5829,West,2026-06-26T00:25:00,7.19,1.56,1.34,16.9,20.7,14.21,19.04,1,1
5830,South,2026-07-07T08:48:00,9.5,1.52,1.31,25.7,26.5,17.33,22.7,1,1
5831,East,2026-07-16T07:33:00,7.08,2.36,1.82,17.7,22.0,14.06,25.59,0,0
5832,South,2026-07-30T18:16:00,6.58,2.42,1.85,15.0,14.4,13.38,24.75,1,1
5833,South,2026-07-13T17:54:00,10.3,2.07,1.64,24.9,26.8,18.4,30.18,1,1
5834,North,2026-07-03T14:27:00,7.13,0.89,1.0,20.8,21.1,14.12,14.12,1,1
5835,West,2026-07-25T18:21:00,5.9,1.9,1.54,15.0,13.7,12.47,19.2,1,1
5836,West,2026-07-19T17:35:00,2.25,2.66,2.0,6.6,7.7,7.54,15.07,1,1
5837,North,2026-06-18T17:00:00,7.17,1.49,1.29,23.7,20.4,14.17,18.28,1,0
5838,South,2026-07-08T18:17:00,3.9,2.24,1.74,9.7,10.5,9.76,16.99,1,0
5839,West,2026-07-09T04:36:00,3.57,0.74,1.0,8.9,8.3,9.32,9.32,1,1
5840,North,2026-06-13T11:21:00,3.12,0.92,1.0,8.3,3.6,8.71,8.71,0,0
5841,East,2026-06-27T19:38:00,5.0,3.2,2.32,13.0,18.9,11.25,26.09,0,0
5842,North,2026-06-06T09:50:00,2.86,2.84,2.11,6.5,6.5,8.36,17.64,1,1
5843,South,2026-07-03T23:51:00,10.65,0.84,1.0,25.3,24.4,18.87,18.87,1,1
5844,East,2026-07-14T18:48:00,7.64,3.13,2.28,18.8,22.8,14.82,33.79,1,1
5845,Downtown,2026-06-04T09:50:00,10.19,2.96,2.17,25.0,26.2,18.26,39.63,1,1
5846,East,2026-06-05T04:05:00,13.55,0.75,1.0,39.5,41.1,22.8,22.8,1,1
5847,Downtown,2026-07-13T03:48:00,6.88,1.48,1.29,19.5,19.3,13.79,17.79,1,1
5848,East,2026-07-23T08:49:00,12.84,2.29,1.77,26.8,29.4,21.84,38.65,0,0
5849,Downtown,2026-07-30T14:05:00,7.5,1.2,1.12,15.3,14.1,14.62,16.37,1,1
5850,North,2026-07-20T01:34:00,4.53,0.74,1.0,12.2,15.2,10.61,10.61,0,0
5851,West,2026-07-04T17:43:00,8.8,2.46,1.87,27.5,31.0,16.38,30.64,1,1
5852,West,2026-07-22T19:58:00,5.01,2.41,1.85,12.3,13.3,11.26,20.84,1,1
5853,East,2026-06-20T09:03:00,7.56,1.98,1.59,18.2,20.8,14.7,23.37,1,1
5854,East,2026-06-02T17:46:00,6.51,2.88,2.13,16.0,16.7,13.29,28.32,1,0
5855,Downtown,2026-06-18T08:44:00,2.71,1.71,1.43,7.4,9.8,8.16,11.68,1,1
5856,West,2026-06-05T22:40:00,7.78,1.06,1.04,22.1,22.8,15.0,15.6,1,1
5857,East,2026-06-03T22:44:00,10.05,1.29,1.18,27.8,26.0,18.07,21.33,1,0
5858,North,2026-07-18T23:48:00,6.84,1.08,1.05,19.5,14.8,13.73,14.42,1,1
5859,South,2026-07-08T18:28:00,12.36,1.93,1.56,29.2,30.9,21.18,33.04,1,1
5860,South,2026-06-14T19:09:00,7.81,3.06,2.24,18.6,22.4,15.04,33.69,0,0
5861,South,2026-06-07T07:45:00,4.13,1.77,1.46,12.4,12.4,10.07,14.7,1,1
5862,North,2026-07-27T17:10:00,3.51,1.7,1.42,9.3,9.2,9.24,13.13,1,1
5863,Downtown,2026-06-13T09:19:00,7.05,2.65,1.99,16.7,19.3,14.02,27.9,0,0
5864,Downtown,2026-07-04T09:27:00,9.18,2.71,2.03,26.5,28.5,16.9,34.3,0,0
5865,West,2026-06-30T16:43:00,8.59,0.7,1.0,21.2,22.9,16.09,16.09,1,1
5866,East,2026-07-23T07:00:00,6.02,1.44,1.27,12.7,14.6,12.63,16.04,1,1
5867,East,2026-07-08T06:15:00,9.3,0.98,1.0,26.3,27.6,17.05,17.05,1,1
5868,East,2026-07-28T02:41:00,1.87,1.56,1.33,5.4,3.1,7.02,9.33,1,1
5869,East,2026-06-14T17:27:00,10.87,1.92,1.55,28.2,33.2,19.18,29.72,0,0
5870,Downtown,2026-07-14T19:18:00,6.84,1.47,1.28,20.6,22.1,13.73,17.58,1,1
5871,North,2026-06-26T02:56:00,8.45,0.81,1.0,23.1,22.7,15.91,15.91,1,1
5872,East,2026-07-19T19:27:00,5.85,3.1,2.26,15.5,15.9,12.4,28.03,1,1
5873,North,2026-06-19T09:00:00,13.38,3.07,2.24,38.5,38.7,22.56,50.53,0,0
5874,East,2026-07-17T18:29:00,2.83,2.76,2.05,7.1,8.1,8.32,17.06,1,1
5875,East,2026-06-21T09:57:00,2.82,1.61,1.37,7.0,5.0,8.31,11.39,0,0
5876,Downtown,2026-07-20T18:47:00,0.8,3.04,2.23,2,5.8,5.58,12.44,1,1
5877,East,2026-06-13T08:54:00,7.21,2.94,2.17,17.9,19.9,14.24,30.9,0,0
5878,West,2026-07-10T09:23:00,4.79,1.63,1.38,11.6,16.8,10.97,15.14,1,1
5879,North,2026-06-20T18:09:00,4.55,2.77,2.06,9.0,11.3,10.64,21.92,1,1
5880,West,2026-06-29T17:06:00,7.32,3.08,2.25,22.2,26.6,14.38,32.35,0,0
5881,North,2026-06-22T18:54:00,6.04,2.54,1.93,14.3,14.4,12.65,24.41,1,1
5882,South,2026-06-30T19:21:00,0.8,1.6,1.36,2,2.0,5.58,7.59,0,0
5883,South,2026-06-13T19:32:00,8.5,1.46,1.28,21.0,19.3,15.98,20.45,1,1
5884,South,2026-07-03T08:31:00,5.2,1.86,1.52,14.5,14.8,11.52,17.52,1,1
5885,Downtown,2026-06-06T15:19:00,6.97,1.3,1.18,24.0,26.5,13.9,16.41,1,1
5886,Downtown,2026-07-26T06:34:00,8.49,0.86,1.0,20.1,17.7,15.96,15.96,1,1
5887,North,2026-06-16T18:09:00,6.67,1.43,1.26,18.1,19.1,13.5,17.02,0,0
5888,East,2026-07-26T18:07:00,5.53,2.04,1.63,12.5,13.3,11.97,19.51,0,0
5889,East,2026-06-03T18:21:00,13.33,2.24,1.74,30.0,31.3,22.49,39.14,1,1
5890,North,2026-07-02T07:28:00,7.08,1.67,1.4,16.5,18.8,14.06,19.68,0,0
5891,North,2026-06-19T18:26:00,0.94,2.82,2.09,2.4,3.1,5.77,12.05,1,1
5892,East,2026-06-10T17:45:00,6.87,1.87,1.52,19.0,20.5,13.77,20.93,1,1
5893,East,2026-06-02T18:45:00,6.3,2.58,1.95,17.8,17.7,13.0,25.35,1,1
5894,South,2026-06-02T07:30:00,5.21,1.57,1.34,12.6,13.1,11.53,15.45,1,0
5895,South,2026-06-02T18:23:00,5.45,2.31,1.79,15.5,19.0,11.85,21.22,1,1
5896,East,2026-07-18T09:25:00,8.68,2.63,1.98,23.7,28.9,16.22,32.11,1,1
5897,East,2026-06-14T19:02:00,10.1,2.4,1.84,27.9,32.0,18.14,33.37,1,0
5898,Downtown,2026-07-14T17:05:00,10.86,1.52,1.31,32.1,33.6,19.16,25.11,1,1
5899,East,2026-06-22T20:14:00,6.16,0.92,1.0,15.1,10.8,12.82,12.82,1,1
5900,Downtown,2026-06-07T19:26:00,6.33,2.87,2.12,19.3,21.9,13.05,27.66,0,0
5901,South,2026-07-26T07:26:00,5.71,2.05,1.63,14.5,14.1,12.21,19.9,0,0
5902,South,2026-06-07T17:32:00,3.34,1.73,1.44,7.6,6.5,9.01,12.98,1,1
5903,Downtown,2026-07-01T09:18:00,4.54,2.69,2.02,12.1,14.0,10.63,21.48,1,1
5904,East,2026-07-09T17:07:00,7.66,2.77,2.06,21.2,23.9,14.84,30.57,1,1
5905,Downtown,2026-06-29T18:39:00,7.81,1.84,1.51,20.8,25.1,15.04,22.72,1,1
5906,East,2026-07-14T07:45:00,3.06,2.54,1.92,6.0,7.9,8.64,16.58,0,0
5907,South,2026-06-12T19:26:00,10.29,2.81,2.09,28.3,29.4,18.39,38.43,0,0
5908,East,2026-07-05T20:57:00,3.99,1.13,1.08,8.7,9.5,9.89,10.68,1,1
5909,Downtown,2026-07-17T09:10:00,3.5,2.43,1.86,9.5,12.0,9.23,17.17,0,0
5910,East,2026-07-28T19:52:00,7.42,2.48,1.89,22.1,22.8,14.52,27.44,0,0
5911,East,2026-06-20T18:39:00,1.63,2.61,1.96,4.4,9.7,6.7,13.13,1,0
5912,West,2026-07-03T11:23:00,5.6,0.75,1.0,14.2,13.3,12.06,12.06,0,0
5913,Downtown,2026-06-30T11:26:00,5.79,1.26,1.16,15.4,14.8,12.32,14.29,1,1
5914,South,2026-07-11T17:47:00,9.19,1.48,1.29,26.7,25.8,16.9,21.8,1,1
5915,South,2026-06-23T18:08:00,9.44,3.05,2.23,23.8,29.7,17.25,38.46,1,1
5916,East,2026-06-16T09:16:00,12.5,2.51,1.91,31.4,37.1,21.38,40.83,1,1
5917,Downtown,2026-07-01T04:56:00,5.25,1.3,1.18,13.9,14.0,11.58,13.67,0,0
5918,South,2026-06-02T19:32:00,5.98,1.79,1.48,17.5,21.9,12.57,18.61,1,1
5919,North,2026-06-13T14:57:00,4.77,1.51,1.31,13.8,12.4,10.94,14.33,1,1
5920,North,2026-06-06T00:10:00,5.93,0.7,1.0,14.4,18.0,12.5,12.5,1,1
5921,East,2026-07-26T08:14:00,1.99,3.16,2.3,5.7,7.7,7.19,16.54,1,1
5922,East,2026-06-03T18:30:00,6.98,1.89,1.53,18.4,20.9,13.92,21.3,1,1
5923,Downtown,2026-06-29T14:09:00,4.83,0.62,1.0,14.2,14.1,11.02,11.02,1,1
5924,North,2026-07-16T05:00:00,5.0,1.49,1.29,10.6,13.9,11.25,14.51,1,1
5925,West,2026-07-22T09:20:00,6.07,2.56,1.93,13.2,16.9,12.69,24.49,1,1
5926,East,2026-07-06T18:20:00,13.02,2.99,2.19,40.6,45.4,22.08,48.36,0,0
5927,North,2026-06-24T09:00:00,7.49,2.84,2.1,19.4,21.7,14.61,30.69,1,1
5928,West,2026-06-06T07:23:00,10.24,3.11,2.26,22.9,25.9,18.32,41.4,0,0
5929,South,2026-07-13T18:14:00,6.38,2.97,2.18,17.2,19.2,13.11,28.57,1,1
5930,Downtown,2026-07-23T18:20:00,8.95,3.13,2.28,25.1,26.3,16.58,37.8,1,1
5931,North,2026-06-05T17:04:00,11.04,2.27,1.76,27.7,29.6,19.41,34.16,0,0
5932,South,2026-07-27T11:03:00,5.62,1.47,1.28,17.1,17.7,12.09,15.47,1,1
5933,West,2026-06-12T19:00:00,6.56,1.89,1.53,16.2,16.4,13.35,20.43,1,1
5934,North,2026-07-08T18:48:00,0.8,1.95,1.57,2.1,3.3,5.58,8.76,1,1
5935,West,2026-07-02T18:18:00,2.96,2.63,1.98,7.2,7.4,8.5,16.82,1,1
5936,South,2026-07-06T23:02:00,11.36,0.86,1.0,28.2,28.0,19.84,19.84,1,1
5937,West,2026-06-04T12:25:00,2.03,1.56,1.34,5.2,8.7,7.25,9.71,1,1
5938,North,2026-06-28T17:50:00,8.82,2.27,1.76,18.2,20.5,16.41,28.88,1,1
5939,West,2026-07-07T09:32:00,0.8,2.67,2.0,2.4,5.9,5.58,11.16,1,1
5940,Downtown,2026-07-04T08:09:00,3.73,2.76,2.06,9.4,10.9,9.53,19.64,1,1
5941,West,2026-06-19T18:40:00,7.43,1.41,1.25,21.7,22.5,14.54,18.17,1,1
5942,West,2026-06-17T23:08:00,13.79,0.76,1.0,31.9,32.7,23.12,23.12,1,1
5943,South,2026-07-16T11:39:00,6.33,1.33,1.2,14.5,16.3,13.05,15.66,1,1
5944,Downtown,2026-06-19T05:02:00,1.24,0.81,1.0,3.7,4.9,6.17,6.17,1,1
5945,East,2026-06-26T06:08:00,3.22,1.38,1.23,8.6,9.0,8.84,10.87,1,1
5946,West,2026-06-21T12:18:00,10.73,0.89,1.0,25.5,24.6,18.99,18.99,1,1
5947,East,2026-06-02T07:09:00,7.57,2.66,2.0,21.5,26.4,14.72,29.43,0,0
5948,South,2026-06-28T17:40:00,6.99,2.07,1.64,19.8,20.3,13.93,22.85,1,1
5949,Downtown,2026-06-17T18:02:00,9.17,2.68,2.01,22.5,23.5,16.87,33.92,0,0
5950,Downtown,2026-06-16T05:24:00,10.63,1.12,1.07,28.5,29.9,18.85,20.17,1,1
5951,West,2026-06-09T09:21:00,6.32,1.51,1.31,16.7,15.8,13.03,17.06,1,1
5952,West,2026-06-12T09:44:00,6.06,2.05,1.63,13.5,18.6,12.67,20.66,1,1
5953,Downtown,2026-07-22T07:58:00,10.1,2.44,1.87,32.0,33.8,18.14,33.91,1,1
5954,East,2026-07-16T12:23:00,8.58,1.1,1.06,23.0,24.7,16.08,17.04,1,1
5955,Downtown,2026-07-04T17:06:00,0.8,3.19,2.31,2.1,5.2,5.58,12.89,1,1
5956,Downtown,2026-06-28T01:11:00,7.41,1.34,1.21,17.2,18.5,14.5,17.55,1,1
5957,South,2026-07-26T14:09:00,11.14,1.2,1.12,36.0,35.1,19.54,21.88,1,0
5958,North,2026-06-22T18:27:00,6.2,2.37,1.82,16.3,16.1,12.87,23.43,0,0
5959,South,2026-06-25T02:22:00,5.09,0.72,1.0,14.2,12.7,11.37,11.37,1,1
5960,North,2026-07-10T15:05:00,11.14,0.92,1.0,28.1,27.5,19.54,19.54,1,1
5961,West,2026-07-17T07:54:00,2.64,1.52,1.31,6.9,6.9,8.07,10.57,1,1
5962,Downtown,2026-07-28T23:37:00,7.31,1.24,1.15,15.6,16.8,14.37,16.52,1,1
5963,East,2026-07-26T06:50:00,5.22,0.97,1.0,11.5,16.4,11.55,11.55,1,1
5964,North,2026-06-24T19:33:00,3.16,2.01,1.6,8.4,8.2,8.76,14.02,0,0
5965,Downtown,2026-07-04T07:00:00,10.27,1.65,1.39,29.6,28.4,18.36,25.52,0,0
5966,North,2026-06-28T06:55:00,9.12,0.76,1.0,28.8,29.4,16.81,16.81,1,1
5967,North,2026-06-12T11:36:00,7.86,0.88,1.0,24.1,24.1,15.11,15.11,1,1
5968,East,2026-07-15T07:55:00,0.95,1.52,1.31,2.7,6.7,5.78,7.57,1,1
5969,North,2026-07-26T18:36:00,7.14,2.72,2.03,15.5,21.2,14.14,28.71,0,0
5970,West,2026-07-27T05:31:00,3.75,0.73,1.0,9.6,8.7,9.56,9.56,0,0
5971,South,2026-06-17T15:54:00,11.36,1.48,1.29,27.1,28.4,19.83,25.58,1,1
5972,North,2026-07-10T02:09:00,6.93,0.99,1.0,21.8,24.4,13.86,13.86,1,1
5973,West,2026-07-04T09:54:00,9.49,2.91,2.14,24.1,29.5,17.31,37.05,1,1
5974,East,2026-07-27T18:35:00,11.57,2.35,1.81,32.4,36.1,20.12,36.42,1,1
5975,North,2026-06-21T08:36:00,2.43,2.72,2.03,6.3,6.2,7.78,15.79,1,1
5976,Downtown,2026-06-09T18:16:00,6.5,1.81,1.49,17.7,18.7,13.27,19.77,1,1
5977,Downtown,2026-06-26T18:52:00,2.91,2.86,2.12,8.5,7.7,8.44,17.88,1,1
5978,East,2026-06-11T19:38:00,5.77,2.35,1.81,15.3,19.1,12.28,22.23,0,0
5979,North,2026-06-27T06:52:00,8.4,0.66,1.0,20.7,18.1,15.84,15.84,1,1
5980,North,2026-07-05T19:07:00,3.96,2.4,1.84,11.1,12.1,9.85,18.13,1,1
5981,Downtown,2026-06-08T17:02:00,1.97,1.51,1.3,5.1,6.8,7.16,9.3,1,1
5982,Downtown,2026-06-30T17:58:00,15.75,2.07,1.64,40.4,42.3,25.76,42.24,1,1
5983,West,2026-07-13T17:44:00,2.98,2.72,2.03,6.8,11.7,8.52,17.3,1,1
5984,East,2026-07-21T18:28:00,8.82,2.67,2.0,25.2,26.1,16.41,32.82,1,1
5985,South,2026-07-05T06:25:00,7.21,1.39,1.24,18.0,19.9,14.24,17.65,1,1
5986,South,2026-07-22T18:03:00,7.94,1.63,1.38,20.6,21.4,15.22,21.01,0,0
5987,South,2026-07-26T08:20:00,7.53,2.95,2.17,20.1,21.0,14.66,31.82,0,0
5988,East,2026-06-12T17:47:00,6.37,2.98,2.19,15.1,21.2,13.1,28.69,1,0
5989,South,2026-06-05T19:12:00,4.24,2.4,1.84,13.8,16.0,10.22,18.8,1,1
5990,South,2026-07-27T09:39:00,5.96,2.1,1.66,12.7,14.1,12.54,20.82,1,0
5991,Downtown,2026-06-04T18:55:00,9.83,2.75,2.05,26.4,31.2,17.77,36.43,1,1
5992,Downtown,2026-07-29T10:25:00,3.17,1.45,1.27,8.1,6.7,8.78,11.15,1,1
5993,South,2026-06-13T08:38:00,3.87,1.78,1.47,9.8,10.7,9.73,14.3,1,1
5994,North,2026-07-07T08:03:00,6.36,2.11,1.67,14.1,16.1,13.09,21.85,0,0
5995,South,2026-06-14T07:15:00,10.81,2.45,1.87,30.2,28.4,19.09,35.69,1,1
5996,East,2026-06-09T17:11:00,8.11,1.52,1.31,21.8,22.7,15.44,20.23,1,1
5997,West,2026-06-06T13:31:00,2.52,0.87,1.0,7.8,4.5,7.9,7.9,1,1
5998,North,2026-06-13T20:55:00,6.19,0.85,1.0,13.4,10.2,12.86,12.86,1,1
5999,North,2026-07-07T05:59:00,6.66,0.85,1.0,18.0,18.0,13.49,13.49,1,1
6000,South,2026-06-04T15:11:00,2.28,1.55,1.33,4.8,4.9,7.58,10.08,1,1
6001,North,2026-06-06T08:49:00,4.54,2.61,1.96,13.7,14.4,10.62,20.82,1,0
6002,West,2026-07-28T12:49:00,10.2,0.67,1.0,31.8,30.0,18.26,18.26,1,1
6003,South,2026-06-22T15:24:00,4.81,1.5,1.3,14.3,13.5,11.0,14.3,0,0
6004,West,2026-06-25T05:04:00,1.59,1.51,1.31,3.7,8.4,6.64,8.7,1,1
6005,West,2026-06-21T19:18:00,1.72,3.06,2.23,4.6,10.8,6.83,15.22,1,1
6006,South,2026-06-20T01:31:00,8.35,0.77,1.0,20.4,15.7,15.77,15.77,1,1
6007,North,2026-06-24T09:07:00,5.92,1.71,1.43,13.6,12.9,12.49,17.86,0,0
6008,Downtown,2026-06-23T05:30:00,5.0,1.22,1.13,11.0,11.1,11.25,12.71,1,1
6009,North,2026-07-21T18:20:00,7.41,2.14,1.68,19.3,15.4,14.5,24.36,1,1
6010,East,2026-07-14T03:58:00,8.2,1.35,1.21,18.8,22.6,15.57,18.84,1,1
6011,West,2026-07-01T09:38:00,5.03,2.93,2.16,10.8,13.0,11.29,24.38,1,1
6012,Downtown,2026-07-02T19:31:00,4.49,2.96,2.18,8.7,13.5,10.57,23.04,1,1
6013,South,2026-06-16T03:11:00,1.21,1.51,1.31,3.4,3.8,6.14,8.04,1,1
6014,North,2026-06-02T22:36:00,3.92,1.14,1.09,10.4,11.9,9.79,10.67,1,1
6015,East,2026-06-18T03:51:00,4.76,0.72,1.0,12.7,11.6,10.93,10.93,1,1
6016,East,2026-07-13T19:55:00,9.48,2.84,2.1,23.1,23.6,17.3,36.33,0,0
6017,East,2026-07-23T06:50:00,4.27,0.75,1.0,9.9,9.2,10.26,10.26,1,1
6018,South,2026-06-19T09:00:00,6.51,2.77,2.06,14.2,17.3,13.29,27.38,0,0
6019,North,2026-07-26T19:44:00,5.98,1.82,1.49,14.3,16.1,12.57,18.73,1,1
6020,North,2026-07-15T18:31:00,3.42,1.67,1.4,8.4,10.8,9.11,12.76,1,1
6021,North,2026-06-20T16:21:00,6.97,0.87,1.0,20.6,22.1,13.91,13.91,1,1
6022,North,2026-06-16T21:56:00,7.99,1.04,1.02,23.2,24.3,15.28,15.59,1,1
6023,Downtown,2026-06-26T12:17:00,6.08,1.06,1.04,12.7,13.4,12.71,13.22,1,1
6024,South,2026-07-09T18:36:00,6.42,1.59,1.35,17.6,13.5,13.16,17.77,0,0
6025,South,2026-07-06T22:26:00,5.54,0.76,1.0,15.8,17.4,11.98,11.98,1,1
6026,West,2026-06-11T07:37:00,1.99,3.13,2.28,5.8,4.7,7.19,16.39,1,1
6027,West,2026-07-20T07:41:00,7.44,2.05,1.63,14.4,15.4,14.54,23.7,1,1
6028,East,2026-06-19T19:41:00,6.19,2.54,1.93,14.8,21.4,12.85,24.81,1,1
6029,North,2026-06-24T08:07:00,3.43,1.65,1.39,9.9,8.1,9.14,12.7,1,1
6030,South,2026-06-16T17:01:00,8.26,1.62,1.37,22.8,23.2,15.66,21.45,1,1
6031,Downtown,2026-07-19T19:10:00,3.8,2.24,1.74,9.4,8.5,9.64,16.77,0,0
6032,North,2026-06-03T08:13:00,4.85,2.75,2.05,11.2,15.6,11.05,22.64,0,0
6033,South,2026-07-26T18:02:00,7.98,2.79,2.08,21.7,26.8,15.27,31.76,1,1
6034,East,2026-06-19T20:16:00,5.58,0.85,1.0,16.5,19.3,12.03,12.03,1,1
6035,Downtown,2026-06-22T09:19:00,10.3,2.25,1.75,29.9,31.3,18.41,32.21,1,1
6036,West,2026-06-14T19:52:00,6.37,2.94,2.16,14.0,19.0,13.09,28.28,1,0
6037,East,2026-07-02T08:50:00,2.94,3.03,2.22,6.3,9.4,8.46,18.79,1,1
6038,West,2026-07-05T18:23:00,2.84,1.69,1.41,7.2,3.3,8.33,11.74,1,1
6039,East,2026-07-14T21:16:00,2.98,0.91,1.0,7.7,4.7,8.53,8.53,1,1
6040,South,2026-07-04T18:30:00,6.13,1.97,1.58,17.5,15.9,12.78,20.19,1,0
6041,North,2026-07-30T05:15:00,10.33,0.74,1.0,26.3,24.9,18.44,18.44,1,1
6042,Downtown,2026-07-11T08:43:00,6.36,1.75,1.45,16.9,14.2,13.09,18.97,0,0
6043,South,2026-06-23T18:42:00,3.32,2.39,1.84,8.4,7.5,8.98,16.52,0,0
6044,North,2026-06-13T13:04:00,4.6,0.73,1.0,12.4,14.2,10.72,10.72,1,1
6045,North,2026-07-07T02:10:00,4.77,1.51,1.31,14.1,15.4,10.94,14.34,1,1
6046,North,2026-06-02T09:39:00,8.05,2.55,1.93,21.8,23.4,15.36,29.65,1,1
6047,West,2026-07-23T18:49:00,8.7,2.29,1.78,23.6,27.4,16.25,28.92,1,1
6048,South,2026-06-26T22:01:00,1.66,0.87,1.0,4.1,6.0,6.74,6.74,1,1
6049,South,2026-06-13T14:34:00,10.86,1.22,1.13,24.7,29.3,19.16,21.65,1,1
6050,North,2026-07-24T08:30:00,4.81,2.7,2.02,13.9,12.6,10.99,22.2,1,1
6051,South,2026-06-21T19:02:00,3.41,3.03,2.22,8.8,10.0,9.1,20.2,1,1
6052,South,2026-07-13T18:47:00,5.38,2.71,2.03,16.2,21.0,11.77,23.88,1,1
6053,East,2026-06-20T05:00:00,3.48,0.89,1.0,10.0,6.2,9.19,9.19,1,1
6054,South,2026-07-05T17:21:00,8.42,1.86,1.52,22.2,24.7,15.87,24.12,1,1
6055,South,2026-07-26T17:33:00,2.23,2.05,1.63,5.0,4.5,7.51,12.25,1,1
6056,East,2026-07-10T06:36:00,8.8,0.73,1.0,24.7,22.4,16.37,16.37,1,1
6057,South,2026-06-26T17:46:00,7.63,1.75,1.45,18.0,22.1,14.8,21.45,1,1
6058,North,2026-07-27T17:51:00,2.85,2.14,1.69,7.3,10.3,8.35,14.11,0,0
6059,East,2026-07-17T09:30:00,7.25,1.61,1.37,22.4,24.8,14.29,19.58,1,0
6060,Downtown,2026-06-10T18:19:00,8.51,2.63,1.98,23.2,25.8,15.99,31.65,0,0
6061,West,2026-06-22T07:42:00,8.44,1.69,1.41,25.0,27.8,15.9,22.41,0,0
6062,North,2026-06-27T18:25:00,6.61,3.18,2.31,17.8,20.4,13.43,31.01,1,1
